ac_code	description	item_group	base_uom
NK-1045 (Q)	NK-VALKYRIE B/FRAME(Q) (152x190CM)	BEDFRAME	SET
NK-1045 (S)	NK-VALKYRIE B/FRAME(S) (90x190CM)	BEDFRAME	SET
NK-1045 (SK)	NK-VALKYRIE B/FRAME (SUPER KING) (200X200CM)	BEDFRAME	SET
NK-1045 (SP)	NK-VALKYRIE B/FRAME (SPECIAL SIZE)	BEDFRAME	SET
NK-1045 (SS)	NK-VALKYRIE B/FRAME(SS) (107x190CM)	BEDFRAME	SET
NK-1046 (K)	NK-MINI B/FRAME(K) (183X190CM)	BEDFRAME	SET
NK-1046 (Q)	NK-MINI B/FRAME(Q) (152X190CM)	BEDFRAME	SET
NK-1046 (S)	NK-MINI B/FRAME(S) (90X190CM)	BEDFRAME	SET
NK-1046 (SK)	NK-MINI B/FRAME (SUPER KING) (200X200CM)	BEDFRAME	SET
NK-1046 (SP)	NK-MINI B/FRAME (SPECIAL SIZE)	BEDFRAME	SET
NK-1046 (SS)	NK-MINI B/FRAME(SS) (107X190CM)	BEDFRAME	SET
NK-1058 (K)	NK-ARUNI B/FRAME(K) (183x190CM)	BEDFRAME	SET
NK-1058 (Q)	NK-ARUNI B/FRAME(Q) (152x190CM)	BEDFRAME	SET
NK-1058 (S)	NK-ARUNI B/FRAME(S) (90x190CM)	BEDFRAME	SET
NK-1058 (SK)	NK-ARUNI B/FRAME (SUPER KING) (200X200CM)	BEDFRAME	SET
NK-1058 (SP)	NK-ARUNI B/FRAME (SPECIAL SIZE)	BEDFRAME	SET
NK-1058 (SS)	NK-ARUNI B/FRAME(SS) (107x190CM)	BEDFRAME	SET
NK-1075B (K)	NK-FENRIRS B/FRAME(K) (183x190CM)	BEDFRAME	SET
NK-1075B (Q)	NK-FENRIRS B/FRAME(Q) (152x190CM)	BEDFRAME	SET
NK-1075B (S)	NK-FENRIRS B/FRAME(S) (90x190CM)	BEDFRAME	SET
NK-1075B (SK)	NK-FENRIRS B/FRAME (SUPER KING) (200X200CM)	BEDFRAME	SET
NK-1075B (SP)	NK-FENRIRS B/FRAME (SPECIAL SIZE)	BEDFRAME	SET
NK-1075B (SS)	NK-FENRIRS B/FRAME(SS) (107x190CM)	BEDFRAME	SET
NK-1084 (K)	NK-ELEGANT B/FRAME(K) (183x190CM)	BEDFRAME	SET
NK-1084 (Q)	NK-ELEGANT B/FRAME(Q) (152x190CM)	BEDFRAME	SET
NK-1084 (SK)	NK-ELEGANT B/FRAME (SUPER KING) (200X200CM)	BEDFRAME	SET
NK-1084 (SP)	NK-ELEGANT B/FRAME (SPECIAL SIZE)	BEDFRAME	SET
NK-DIVAN ONLY	NK-DIVAN ONLY	BEDFRAME	SET
NK-DIVAN ONLY (K)	NK-DIVAN ONLY(K) (183x190CM)	BEDFRAME	SET
NK-DIVAN ONLY (Q)	NK-DIVAN ONLY(Q) (152x190CM)	BEDFRAME	SET
NK-DIVAN ONLY (SK)	NK-DIVAN ONLY (SUPER KING) (200X200CM)	BEDFRAME	SET
NK-DIVAN ONLY (SP)	NK-DIVAN ONLY (SPECIAL SIZE)	BEDFRAME	SET
NK-SPECIAL SET	NK-730 5' DV TONG B/FRAME	BEDFRAME	SET
NTYR-CL MX MICR PIL	NTYR-COOLMAX MICROFIBRE PILLOW	ACC	UNIT
NTYR-CS LTX BST + CSC	NTYR-COOL SILK LATEX BOLSTER	ACC	UNIT
NTYR-CS LTX PIL + CSC	NTYR-COOL SILK LATEX PILLOW	ACC	UNIT
NTYR-ERGO LTX PIL	NTYR-ERGO LATEX PILLOW	ACC	UNIT
NTYR-MEM FM CT PIL	NTYR-MEMORY FOAM CONTOUR PILLOW	ACC	UNIT
NTYR-TECHGEL MEM PIL	NTYR-TECHGEL MEMORY FOAM PILLOW	ACC	UNIT
PILLOW CASE	PILLOW CASE	ACC	UNIT
RC-COM	REPAIR CHARGES - PAY BY COMPANY	OTHER	UNIT
RC-CUS	REPAIR CHARGES - PAY BY CUSTOMER	OTHER	UNIT
RC-TRP	REPAIR TRANSPORT CHARGES	OTHER	UNIT
RDS-5152 SOFA	RDS SOFA 5152	SOFA	SET
RDS-5526 CONSOLE	RDS SOFA CONSOLE 5526	SOFA	SET
RDS-5526 SOFA	RDS SOFA DISCOVERY 5526	SOFA	SET
RDS-5527 SOFA	RDS SOFA 5527	SOFA	SET
RDS-558 HEADREST	RDS HEADREST 558	SOFA	SET
RDS-558 SOFA	RDS SOFA DAWN 558	SOFA	SET
RDS-70153 SOFA	RDS SOFA 70153	SOFA	SET
RDS-808 SOFA	RDS-SOFA 808	SOFA	SET
RDS-810 BOLSTER	RDS BOLSTER 810	SOFA	SET
RDS-810 SOFA	RDS SOFA 810	SOFA	SET
RDS-8133 SOFA	RDS SOFA COOPERS 8133	SOFA	SET
RDS-822 SOFA	RDS SOFA 822	SOFA	SET
RDS-822 SQUARE PILLOW	RDS SQUARE PILLOW 822	SOFA	UNIT
RDS-823 HEADREST	RDS SOFA HEADREST 823	SOFA	SET
RDS-823 LONG PILLOW	RDS SOFA LONG PILLOW 823	SOFA	SET
RDS-823 SOFA	RDS SOFA 823	SOFA	SET
RDS-HEADREST	RDS SOFA HEADREST	SOFA	UNIT
RDS-HORSEROPE BOLSTER	RDS HORSEROPE BOLSTER	SOFA	SET
RDS-LONG PILLOW	RDS LONG PILLOW	SOFA	SET
RDS-R819 SOFA	RDS SOFA MAYBACH R819	SOFA	SET
RDS-SGABELLO	RDS SGABELLO	SOFA	SET
RDS-SQUARE PILLOW	RDS SQUARE PILLOW	SOFA	UNIT
RDS-STOOL	RDS STOOL	SOFA	SET
SB02	SAND BACK 02	OTHER	UNIT
SHIPPING COST	TRANSPORTATION CHARGES	OTHER	UNIT
SIDE TBL	SIDE TABLE	DINING	PCS
SOFA-333 44	SOFA 3 SEATERS (333 44)	SOFA	SET
SOFT PILLOW	SOFT PILLOW	ACC	UNIT
STEEL BEDFRAME (Q)	STEEL B/FRAME (Q)	BEDFRAME	SET
STORAGE	STORAGE CHARGES	OTHER	UNIT
SVI-00830 SOFA	SVI SOFA SF-00830	SOFA	SET
SVI-00830 SOFA 1S	SOFA 00830 1S	OTHER	UNIT
SVI-00909 SOFA	SVI SOFA SF-00909	SOFA	SET
SVI-00913 SOFA	SVI SOFA SF-00913	SOFA	SET
SVI-MD490 SOFA	SVI SOFA MD-490	SOFA	SET
TD-3002 SOFA	TD SOFA - 3002	SOFA	SET
TD-5035 SOFA	TD SOFA - 5035	SOFA	SET
TD-5080 SOFA	TD SOFA - 5080	SOFA	SET
TD-5107 SOFA	TD SOFA - 5107	SOFA	SET
TD-5119 SOFA	TD SOFA - 5119	SOFA	SET
TD-BS22 SOFA	TD SOFA - BS22	SOFA	SET
TD-BS30 SOFA	TD SOFA - BS30	SOFA	SET
TD-SF5015 SOFA	TD SOFA - SF5015	SOFA	SET
TD-SF5015A SOFA	TD SOFA - SF5015A	SOFA	SET
TD-SF5030 SOFA	TD SOFA - SF5030	SOFA	SET
TD-SF5066 SOFA	TD SOFA - SF5066	SOFA	SET
TD-SF5071 SOFA	TD SOFA - SF5071	SOFA	SET
TD-SF5080 SOFA	TD SOFA - SF5080	SOFA	SET
TD-SF5083 SOFA	TD SOFA - SF5083	SOFA	SET
TD-SF5111A SOFA	TD SOFA - SF5111A	SOFA	SET
TD-SF5117A SOFA	TD SOFA - SF5117A	SOFA	SET
TD-SF7006 SOFA	TD SOFA - SF7006	SOFA	SET
TD-STOOL	TD STOOL	SOFA	UNIT
THL-1068 STOOL	THL STOOL- 1068 (52x52x45CM)	SOFA	SET
THL-2376	THL SOFA - 2376	SOFA	SET
THL-2379	THL SOFA - 2379	SOFA	SET
THL-2391	THL SOFA - 2391	SOFA	SET
THL-5133	THL SOFA - 5133	SOFA	SET
THL-5135	THL SOFA - 5135	SOFA	SET
THL-5142	THL SOFA - 5142	SOFA	SET
THL-5142 PILLOW	THL SOFA PILLOW - 5142	SOFA	SET
THL-5150	THL SOFA - 5150	SOFA	SET
THL-5152	THL SOFA - 5152	SOFA	SET
THL-7179	THL SOFA - 7179	SOFA	SET
THL-7202	THL SOFA - 7202	SOFA	SET
THL-7212	THL SOFA - 7212	SOFA	SET
THL-7218	THL SOFA - 7218	SOFA	SET
THL-7219	THL SOFA - 7219	SOFA	SET
THL-7221	THL SOFA - 7221	SOFA	SET
THL-7223	THL SOFA - 7223	SOFA	SET
THL-7226	THL SOFA - 7226	SOFA	SET
THL-7233	THL SOFA - 7233	SOFA	SET
THL-7238	THL SOFA - 7238	SOFA	SET
THL-7251	THL SOFA - 7251	SOFA	SET
THL-POWER BANK INCLINER	THL POWER BANK INCLINER	SOFA	SET
THL-SOFA PILLOW	SOFA PILLOW (FREE GIFT)	ACC	UNIT
THL-SQUARE PILLOW	THL SQUARE PILLOW	SOFA	UNIT
TNS-9838 DB	TNS DAYBED -9838	SOFA	SET
TNS-9838 SOFA	TNS SOFA - 9838	SOFA	SET
TRANSPORTATION CHARGES	TRANSPORTATION CHARGES	TRANS	.
TV CABINET	TV CABINET	DINING	UNIT
ZZ-ERP-QA-ITEM	ERP QA throwaway - do not sell	OTHER	UNIT
ZZ-ERP-QA-ITEM2	ERP QA throwaway 2 - no ItemGroup sent on purpose	OTHER	UNIT
